sample_nr,time_block,education_bias
43,2,-0.0033106058835983276
43,3,-0.011606857180595398
43,4,-0.017757371068000793
44,1,-0.013514265418052673
44,2,-0.027565449476242065
44,3,-0.031240031123161316
44,4,-0.029736727476119995
45,1,0.013327091932296753
45,2,0.008427664637565613
45,3,0.0051840245723724365
45,4,0.009760409593582153
46,1,-0.010306745767593384
46,2,-0.01831372082233429
46,3,-0.018164843320846558
46,4,-0.012987896800041199
47,1,-0.006080269813537598
47,2,-0.023049205541610718
47,3,-0.02060963213443756
47,4,-0.02271147072315216
48,1,0.01553364098072052
48,2,0.0108909010887146
48,3,0.009574636816978455
48,4,-0.0006296783685684204
49,1,-0.013421609997749329
49,2,-0.029979780316352844
49,3,-0.03129121661186218
49,4,-0.02193465828895569
50,1,-0.0034725964069366455
50,2,-0.005355849862098694
50,3,-0.008904576301574707
50,4,-0.011499926447868347
51,1,-0.007100939750671387
51,2,-0.017778664827346802
51,3,-0.010295495390892029
51,4,-0.023187249898910522
52,1,-0.004594266414642334
52,2,-0.00018166005611419678
52,3,-0.009081780910491943
52,4,-0.01830412447452545
53,1,-0.004615798592567444
53,2,-0.023915350437164307
53,3,-0.018373876810073853
53,4,-0.026730775833129883
54,1,-0.0001498013734817505
54,2,0.0021336227655410767
54,3,-0.007278919219970703
54,4,-0.014483168721199036
55,1,-0.025957688689231873
55,2,-0.02602238953113556
55,3,-0.018929213285446167
55,4,-0.031792059540748596
56,1,-0.013878226280212402
56,2,-0.026074275374412537
56,3,-0.013491258025169373
56,4,-0.019365578889846802
57,1,-0.012158691883087158
57,2,-0.03778374195098877
57,3,-0.02958369255065918
57,4,-0.030950486660003662
58,1,-0.010210156440734863
58,2,-0.02540600299835205
58,3,-0.01618783175945282
58,4,-0.01954817771911621
59,1,-0.013485327363014221
59,2,-0.018673181533813477
59,3,-0.019618257880210876
59,4,-0.020600616931915283
60,1,-0.004919111728668213
60,2,-0.0217200368642807
60,3,-0.019451826810836792
60,4,-0.02396366000175476
61,1,-0.013156652450561523
61,2,-0.01947130262851715
61,3,-0.025905892252922058
61,4,-0.020561978220939636
62,1,-0.012455254793167114
62,2,-0.015650972723960876
62,3,-0.008331581950187683
62,4,-0.01492360234260559
63,1,0.00016707181930541992
63,2,-0.006756767630577087
63,3,0.0069619715213775635
63,4,0.008205324411392212
64,1,-0.030055955052375793
64,2,-0.025865495204925537
64,3,-0.033692896366119385
64,4,-0.026318147778511047
65,1,0.003344625234603882
65,2,-0.006164044141769409
65,3,-0.0003488510847091675
65,4,-0.0028200149536132812
66,1,-0.006304636597633362
66,2,-0.006775334477424622
66,3,-0.006371393799781799
66,4,-0.022371739149093628
67,1,-0.0264752060174942
67,2,-0.018117740750312805
67,3,-0.012413382530212402
67,4,-0.020929455757141113
68,1,-0.0116100013256073
68,2,-0.02015148103237152
68,3,-0.027556270360946655
68,4,-0.0338883101940155
69,1,-0.004255637526512146
69,2,-0.025092706084251404
69,3,-0.027089565992355347
69,4,-0.025435641407966614
70,1,-0.015059664845466614
70,2,-0.03504052758216858
70,3,-0.04107359051704407
70,4,-0.040944620966911316
71,1,0.0044130682945251465
71,2,-0.005135834217071533
71,3,-0.016527444124221802
71,4,-0.022971123456954956
72,1,-0.009521692991256714
72,2,-0.007258817553520203
72,3,-0.019251704216003418
72,4,-0.027793750166893005
73,1,-0.004317492246627808
73,2,-0.014332562685012817
73,3,-0.023966550827026367
73,4,-0.024319037795066833
74,1,-0.004406526684761047
74,2,-0.029323726892471313
74,3,-0.028240889310836792
74,4,-0.023412257432937622
75,1,0.00781986117362976
75,2,-0.016977354884147644
75,3,-0.017143532633781433
75,4,-0.014301508665084839
76,1,0.005990833044052124
76,2,0.006143733859062195
76,3,0.000666394829750061
76,4,-0.0036585628986358643
77,1,-0.000276416540145874
77,2,-0.01241081953048706
77,3,-0.022651270031929016
77,4,-0.030183836817741394
78,1,-0.006123840808868408
78,2,-0.013426095247268677
78,3,-0.007381796836853027
78,4,-0.017093420028686523
79,1,-0.011983856558799744
79,2,-0.0274229496717453
79,3,-0.028570324182510376
79,4,-0.026302501559257507
80,1,-0.013137385249137878
80,2,-0.02531711757183075
80,3,-0.02524609863758087
80,4,-0.022723808884620667
81,1,-0.008928343653678894
81,2,-0.0053176432847976685
81,3,-0.019095107913017273
81,4,-0.018077880144119263
82,1,-0.008878007531166077
82,2,-0.012771829962730408
82,3,-0.020663395524024963
82,4,-0.023034170269966125
83,1,-0.00965791940689087
83,2,-0.03032614290714264
83,3,-0.021066740155220032
83,4,-0.02782800793647766
84,1,-0.024875372648239136
84,2,-0.0258340984582901
84,3,-0.024600565433502197
84,4,-0.02861936390399933
85,1,-0.029656752943992615
85,2,-0.023448705673217773
85,3,-0.02453385293483734
85,4,-0.03006233274936676
86,1,-0.00990787148475647
86,2,-0.013622015714645386
86,3,-0.007493704557418823
86,4,-0.01846243441104889
87,1,-0.023115992546081543
87,2,-0.036091193556785583
87,3,-0.026855289936065674
87,4,-0.02665121853351593
88,1,0.0005564689636230469
88,2,-0.021072685718536377
88,3,-0.01598469913005829
88,4,-0.009458675980567932
89,1,-0.01200859248638153
89,2,-0.014838635921478271
89,3,-0.02566826343536377
89,4,-0.02121467888355255
90,1,-0.020524591207504272
90,2,-0.03621000051498413
90,3,-0.04592159390449524
90,4,-0.04603150486946106
91,1,-0.005942150950431824
91,2,-0.011871084570884705
91,3,-0.01180480420589447
91,4,-0.014917418360710144
92,1,-0.008042648434638977
92,2,-0.014347895979881287
92,3,-0.022407174110412598
92,4,-0.025759056210517883
93,1,-0.010111629962921143
93,2,-0.010307833552360535
93,3,-0.004239022731781006
93,4,-0.017075881361961365
94,1,-0.006050720810890198
94,2,-0.01274976134300232
94,3,-0.012811273336410522
94,4,-0.013680711388587952
95,1,-0.01646094024181366
95,2,-0.025063708424568176
95,3,-0.027743563055992126
95,4,-0.027773022651672363
96,1,-0.013278007507324219
96,2,-0.01407158374786377
96,3,-0.017437994480133057
96,4,-0.017158105969429016
97,1,-0.005151614546775818
97,2,-0.02229587733745575
97,3,-0.026912659406661987
97,4,-0.03479279577732086
98,1,-0.008094832301139832
98,2,-0.006438136100769043
98,3,-0.019180580973625183
98,4,-0.01804417371749878
99,1,0.006030872464179993
99,2,0.007692083716392517
99,3,-0.0038273781538009644
99,4,-0.012198716402053833
100,1,-0.01459793746471405
100,2,-0.0327654629945755
100,3,-0.03339807689189911
100,4,-0.03447599709033966
101,1,-0.007809430360794067
101,2,-0.004098966717720032
101,3,-0.0022138208150863647
101,4,-0.00430142879486084
102,1,-0.014218881726264954
102,2,-0.02095356583595276
102,3,-0.007639676332473755
102,4,-0.01539747416973114
103,1,-0.011152222752571106
103,2,-0.016146793961524963
103,3,-0.02075830101966858
103,4,-0.024987831711769104
104,1,0.01533159613609314
104,2,0.004534900188446045
104,3,0.01389533281326294
104,4,0.0005352795124053955
105,1,-0.017380356788635254
105,2,-0.033391073346138
105,3,-0.0171649307012558
105,4,-0.02174702286720276
106,1,-0.00904838740825653
106,2,-0.014210507273674011
106,3,-0.01861494779586792
106,4,-0.013791710138320923
107,1,-0.0036193877458572388
107,2,-0.01519697904586792
107,3,-0.010150402784347534
107,4,-0.010508865118026733
108,1,-0.009265497326850891
108,2,-0.013355419039726257
108,3,-0.007419750094413757
108,4,-0.008258223533630371
109,1,-0.0108746737241745
109,2,-0.011647850275039673
109,3,-0.02724212408065796
109,4,-0.022174954414367676
110,1,-0.0017158091068267822
110,2,-0.014758467674255371
110,3,-0.030894756317138672
110,4,-0.028050735592842102
111,1,-0.026928797364234924
111,2,-0.031600043177604675
111,3,-0.023159563541412354
111,4,-0.024633333086967468
112,1,-0.019539788365364075
112,2,-0.02220730483531952
112,3,-0.025235474109649658
112,4,-0.03006698191165924
113,1,-0.0029610544443130493
113,2,-0.019869834184646606
113,3,-0.022881299257278442
113,4,-0.018536865711212158
114,1,-0.011291667819023132
114,2,-0.03170035779476166
114,3,-0.009330838918685913
114,4,-0.013726621866226196
115,1,-0.005792781710624695
115,2,-0.006430506706237793
115,3,-0.0019657164812088013
115,4,-0.0021252185106277466
116,1,0.008322477340698242
116,2,0.0026910901069641113
116,3,0.003929600119590759
116,4,0.00010904669761657715
117,1,-0.018541663885116577
117,2,-0.009191930294036865
117,3,-0.024517342448234558
117,4,-0.031161680817604065
118,1,-0.005575791001319885
118,2,0.0009804517030715942
118,3,0.002238452434539795
118,4,-0.004049733281135559
119,1,-0.009307652711868286
119,2,-0.02341020107269287
119,3,-0.029879167675971985
119,4,-0.027672693133354187
120,1,-0.021487504243850708
120,2,-0.029907166957855225
120,3,-0.016935035586357117
120,4,-0.010112404823303223
121,1,-0.015685200691223145
121,2,-0.023395642638206482
121,3,-0.024071350693702698
121,4,-0.026185929775238037
122,1,-0.010378599166870117
122,2,-0.029719844460487366
122,3,-0.022746264934539795
122,4,-0.018897786736488342
123,1,0.0033134520053863525
123,2,-0.008140519261360168
123,3,0.003184184432029724
123,4,-0.0008705556392669678
124,1,-0.0017120689153671265
124,2,-0.027004942297935486
124,3,-0.03030206263065338
124,4,-0.04182647168636322
125,1,-0.01672874391078949
125,2,-0.013654246926307678
125,3,-0.013287484645843506
125,4,-0.017517030239105225
126,1,-0.00868619978427887
126,2,0.0013216137886047363
126,3,0.008188292384147644
126,4,-0.0037551671266555786
127,1,0.0028338730335235596
127,2,-0.0011222213506698608
127,3,0.010486140847206116
127,4,-0.0023816078901290894
128,1,-0.01669156551361084
128,2,-0.030538097023963928
128,3,-0.04186083376407623
128,4,-0.03731834888458252
129,1,0.013976261019706726
129,2,-0.0022059381008148193
129,3,-0.005158558487892151
129,4,-0.01093590259552002
130,1,-0.0057574063539505005
130,2,-0.010904595255851746
130,3,-0.021455243229866028
130,4,-0.015146374702453613
131,1,0.008121609687805176
131,2,-0.005884423851966858
131,3,-0.01664900779724121
131,4,-0.01867714524269104
132,1,-0.015752196311950684
132,2,-0.02587585151195526
132,3,-0.028405219316482544
132,4,-0.027039945125579834
133,1,-0.019088014960289
133,2,-0.0235796719789505
133,3,-0.03235253691673279
133,4,-0.03705568611621857
134,1,0.012194454669952393
134,2,0.0025617480278015137
134,3,-0.009349435567855835
134,4,-0.014407739043235779
135,1,-0.011887520551681519
135,2,-0.02014032006263733
135,3,-0.018970385193824768
135,4,-0.02369716763496399
136,1,-0.029904574155807495
136,2,-0.04028572142124176
136,3,-0.03794296085834503
136,4,-0.03599195182323456
137,1,-0.010423943400382996
137,2,-0.013964876532554626
137,3,-0.0077225565910339355
137,4,-0.00803413987159729
138,1,-0.013221949338912964
138,2,-0.011568129062652588
138,3,-0.019359365105628967
138,4,-0.023115769028663635
139,1,-0.0034028291702270508
139,2,-0.01200181245803833
139,3,-0.008140504360198975
139,4,-0.013796284794807434
140,1,-0.015431404113769531
140,2,-0.00555187463760376
140,3,-0.025345847010612488
140,4,-0.03186826407909393
141,1,-0.0032665133476257324
141,2,-0.011013537645339966
141,3,-0.013050869107246399
141,4,-0.018524929881095886
142,1,0.0009322911500930786
142,2,-0.005025953054428101
142,3,-0.0020772069692611694
142,4,-0.014271140098571777
143,1,-0.007840931415557861
143,2,-0.009270638227462769
143,3,-0.002035185694694519
143,4,-0.013113513588905334
144,1,-0.0026994049549102783
144,2,-0.005745247006416321
144,3,-0.005905404686927795
144,4,-0.0061258673667907715
145,1,-0.0044314563274383545
145,2,-0.0014187246561050415
145,3,-0.00841224193572998
145,4,-0.009351968765258789
146,1,0.003778800368309021
146,2,0.0010799318552017212
146,3,0.0035588890314102173
146,4,-0.00210726261138916
147,1,-0.013391509652137756
147,2,-0.024936094880104065
147,3,-0.0362158864736557
147,4,-0.03107266128063202
148,1,-0.011175304651260376
148,2,-0.020525559782981873
148,3,-0.038231924176216125
148,4,-0.04037606716156006
149,1,-0.01649107038974762
149,2,-0.02892659604549408
149,3,-0.03403410315513611
149,4,-0.04010291397571564
150,1,-0.02586822211742401
150,2,-0.027361273765563965
150,3,-0.02844366431236267
150,4,-0.02771414816379547
151,1,-0.01818452775478363
151,2,-0.015830859541893005
151,3,-0.01079551875591278
151,4,-0.014547452330589294
152,1,-0.01418498158454895
152,2,-0.027988791465759277
152,3,-0.023835211992263794
152,4,-0.018823787569999695
153,1,-0.011433795094490051
153,2,-0.02626611292362213
153,3,-0.02442394196987152
153,4,-0.027708381414413452
154,1,-0.019871145486831665
154,2,-0.01731722056865692
154,3,-0.019786939024925232
154,4,-0.026867210865020752
155,1,-0.000756680965423584
155,2,-0.00990334153175354
155,3,-0.007489845156669617
155,4,-0.019671782851219177
156,1,-0.0115337073802948
156,2,-0.026783347129821777
156,3,-0.028801918029785156
156,4,-0.02450394630432129
157,1,-0.02037256956100464
157,2,-0.021356776356697083
157,3,-0.007297948002815247
157,4,-0.011710673570632935
158,1,-0.0207156240940094
158,2,-0.021786078810691833
158,3,-0.02229548990726471
158,4,-0.02207644283771515
159,1,-0.018582820892333984
159,2,-0.010988548398017883
159,3,-0.024785056710243225
159,4,-0.036761462688446045
160,1,-0.01479145884513855
160,2,-0.025831758975982666
160,3,-0.024441957473754883
160,4,-0.024009957909584045
161,1,-0.015014097094535828
161,2,-0.01848047971725464
161,3,-0.014721885323524475
161,4,-0.014264121651649475
162,1,-0.01523919403553009
162,2,-0.01818840205669403
162,3,-0.046867385506629944
162,4,-0.04790070652961731
163,1,-0.013403967022895813
163,2,-0.014056771993637085
163,3,-8.815526962280273e-05
163,4,-0.0036519616842269897
164,1,-0.006702229380607605
164,2,-0.021744802594184875
164,3,-0.020869478583335876
164,4,-0.027153581380844116
165,1,-0.004604116082191467
165,2,-0.01864658296108246
165,3,-0.015330389142036438
165,4,-0.018287107348442078
166,1,-0.006585568189620972
166,2,-0.01442725956439972
166,3,-0.024550065398216248
166,4,-0.030258402228355408
167,1,-0.0190698504447937
167,2,-0.027622446417808533
167,3,-0.02939535677433014
167,4,-0.033390045166015625
168,1,-0.024929314851760864
168,2,-0.012113228440284729
168,3,-0.019923344254493713
168,4,-0.01968340575695038
169,1,-0.0022195279598236084
169,2,-0.003635510802268982
169,3,-0.0038298964500427246
169,4,-0.008788615465164185
170,1,-0.002224653959274292
170,2,0.0037870705127716064
170,3,-0.0041258931159973145
170,4,-0.004400491714477539
171,1,-0.026543989777565002
171,2,-0.022190973162651062
171,3,-0.031058207154273987
171,4,-0.03466467559337616
172,1,-0.0038043707609176636
172,2,-0.019830763339996338
172,3,-0.016053706407546997
172,4,-0.02188926935195923
173,1,-0.022701144218444824
173,2,-0.03911861777305603
173,3,-0.04313698410987854
173,4,-0.042449772357940674
174,1,-0.01388557255268097
174,2,-0.02358601987361908
174,3,-0.013592332601547241
174,4,-0.012367382645606995
175,1,-0.003998756408691406
175,2,-0.01352587342262268
175,3,-0.010890275239944458
175,4,-0.01216048002243042
176,1,-0.010623306035995483
176,2,-0.01417483389377594
176,3,-0.016645506024360657
176,4,-0.024447739124298096
177,1,-0.009580105543136597
177,2,-0.025353863835334778
177,3,-0.035148829221725464
177,4,-0.034056469798088074
178,1,-0.008720234036445618
178,2,0.0024745315313339233
178,3,-0.016646727919578552
178,4,-0.021474629640579224
179,1,0.01500333845615387
179,2,0.006186261773109436
179,3,-0.0017957836389541626
179,4,-0.008576914668083191
180,1,-0.004953756928443909
180,2,-0.023510262370109558
180,3,-0.02725239098072052
180,4,-0.038648128509521484
181,1,-0.013282597064971924
181,2,-0.014658227562904358
181,3,-0.004698708653450012
181,4,-0.011048316955566406
182,1,-0.026233568787574768
182,2,-0.03760606050491333
182,3,-0.04599764943122864
182,4,-0.0427788645029068
183,1,0.0032475143671035767
183,2,-0.0006691813468933105
183,3,-0.008330866694450378
183,4,-0.0036945641040802
184,1,-0.018679291009902954
184,2,-0.02729785442352295
184,3,-0.037569478154182434
184,4,-0.034800395369529724
185,1,-0.026052966713905334
185,2,-0.02384035289287567
185,3,-0.02740897238254547
185,4,-0.029871642589569092
186,1,0.0019576549530029297
186,2,-0.00861138105392456
186,3,-0.014311447739601135
186,4,-0.0159958153963089
187,1,-0.030267730355262756
187,2,-0.03382168710231781
187,3,-0.0330754816532135
187,4,-0.03469344973564148
188,1,-0.024719014763832092
188,2,-0.014184936881065369
188,3,-0.00910639762878418
188,4,-0.011984691023826599
189,1,0.0049910396337509155
189,2,-0.012665435671806335
189,3,-0.018201753497123718
189,4,-0.019754841923713684
190,1,0.000303417444229126
190,2,-0.02282586693763733
190,3,-0.029697060585021973
190,4,-0.032608821988105774
191,1,-0.00893712043762207
191,2,-0.001982584595680237
191,3,-0.0027238428592681885
191,4,-0.012756824493408203
192,1,0.010605663061141968
192,2,-0.006340488791465759
192,3,-0.009156659245491028
192,4,-0.015187621116638184
193,1,-0.007601022720336914
193,2,-0.013349950313568115
193,3,-0.022522181272506714
193,4,-0.019060581922531128
194,1,0.001568824052810669
194,2,-0.013937950134277344
194,3,-0.013396933674812317
194,4,-0.01586480438709259
195,1,-0.002743348479270935
195,2,-0.01266506314277649
195,3,-9.007751941680908e-05
195,4,-0.004920408129692078
196,1,-0.0044393837451934814
196,2,-0.008657187223434448
196,3,-0.006180867552757263
196,4,-0.007262170314788818
197,1,-0.002092912793159485
197,2,-0.012242317199707031
197,3,-0.027787715196609497
197,4,-0.03533925116062164
198,1,-0.025677263736724854
198,2,-0.03452000021934509
198,3,-0.03419657051563263
198,4,-0.027745187282562256
199,1,-0.020301759243011475
199,2,-0.0230700820684433
199,3,-0.022979736328125
199,4,-0.022438064217567444
200,1,-0.005770131945610046
200,2,-0.009611919522285461
200,3,-0.0069687217473983765
200,4,-0.007272124290466309
201,1,-3.6850571632385254e-05
201,2,-0.007409021258354187
201,3,-0.0004032403230667114
201,4,-0.004423409700393677
202,1,-0.015202999114990234
202,2,-0.023188725113868713
202,3,-0.023827046155929565
202,4,-0.01324772834777832
203,1,0.003132045269012451
203,2,-0.014899209141731262
203,3,-0.011524975299835205
203,4,-0.029159724712371826
204,1,-0.010533779859542847
204,2,-0.026759549975395203
204,3,-0.01774190366268158
204,4,-0.023669123649597168
205,1,0.007574453949928284
205,2,0.009335130453109741
205,3,0.0036506950855255127
205,4,0.0009624958038330078
206,1,-0.011565163731575012
206,2,-0.006866469979286194
206,3,-0.004750102758407593
206,4,-0.016538351774215698
207,1,0.002212345600128174
207,2,-0.011477306485176086
207,3,-0.015301540493965149
207,4,-0.027400270104408264
208,1,-0.012712061405181885
208,2,-0.007995158433914185
208,3,-0.019912272691726685
208,4,-0.02649065852165222
209,1,-0.019643306732177734
209,2,-0.012786120176315308
209,3,-0.01342916488647461
209,4,-0.019875288009643555
210,1,-0.0008971542119979858
210,2,-0.003499045968055725
210,3,-0.01570671796798706
210,4,-0.022059768438339233
211,1,-0.010966509580612183
211,2,-0.0065966397523880005
211,3,-0.0076720863580703735
211,4,-0.012468427419662476
212,1,-0.02090047299861908
212,2,-0.006345480680465698
212,3,-0.004311978816986084
212,4,-0.010816901922225952
213,1,-0.0011428892612457275
213,2,0.00420793890953064
213,3,-0.006048798561096191
213,4,-0.009436264634132385
214,1,-0.0026729702949523926
214,2,-0.013206064701080322
214,3,-0.01180201768875122
214,4,-0.009557083249092102
215,1,-0.015039265155792236
215,2,-0.011673912405967712
215,3,-0.020206153392791748
215,4,-0.026151016354560852
216,1,-0.013245880603790283
216,2,-0.024316906929016113
216,3,-0.030367687344551086
216,4,-0.033230483531951904
217,1,-0.018854007124900818
217,2,-0.014292314648628235
217,3,-0.00409892201423645
217,4,-0.010760456323623657
218,1,-0.015351623296737671
218,2,-0.020557016134262085
218,3,-0.01207473874092102
218,4,-0.021673858165740967
219,1,-0.0001640617847442627
219,2,-0.008852466940879822
219,3,-0.011978641152381897
219,4,-0.022916197776794434
220,1,-0.0002932250499725342
220,2,0.002062097191810608
220,3,-0.007012844085693359
220,4,-0.011844545602798462
221,1,-0.018940642476081848
221,2,-0.01650872826576233
221,3,-0.028560250997543335
221,4,-0.03709864616394043
222,1,-0.011799260973930359
222,2,-0.011822551488876343
222,3,-0.009811967611312866
222,4,-0.013457164168357849
223,1,0.0012316405773162842
223,2,-0.0146760493516922
223,3,-0.015110552310943604
223,4,-0.020087704062461853
224,1,-0.025133803486824036
224,2,-0.04836916923522949
224,3,-0.04673995077610016
224,4,-0.04576195776462555
225,1,-0.0014648139476776123
225,2,-0.007047519087791443
225,3,-0.011236891150474548
225,4,-0.013736188411712646
226,1,-0.010695546865463257
226,2,-0.016130194067955017
226,3,-0.014981716871261597
226,4,-0.01122911274433136
227,1,0.0011059045791625977
227,2,-0.001247212290763855
227,3,-0.010718747973442078
227,4,-0.015812948346138
228,1,0.0026433467864990234
228,2,-0.005345165729522705
228,3,-0.015202105045318604
228,4,-0.018798604607582092
229,1,-0.011075183749198914
229,2,-0.004310876131057739
229,3,-0.020442500710487366
229,4,-0.023170217871665955
230,1,-0.00949867069721222
230,2,-0.01380971074104309
230,3,-0.021053388714790344
230,4,-0.028150320053100586
231,1,-0.02957548201084137
231,2,-0.031526342034339905
231,3,-0.028778553009033203
231,4,-0.031223773956298828
232,1,-0.011737018823623657
232,2,-0.04660971462726593
232,3,-0.034486740827560425
232,4,-0.037805601954460144
233,1,-0.01094372570514679
233,2,-0.028191909193992615
233,3,-0.02637621760368347
233,4,-0.030191287398338318
234,1,0.009336113929748535
234,2,-0.015190035104751587
234,3,-0.013805001974105835
234,4,-0.026201114058494568
235,1,0.014479637145996094
235,2,0.002709135413169861
235,3,0.00946645438671112
235,4,0.012601003050804138
236,1,0.0035902559757232666
236,2,-0.030860766768455505
236,3,-0.02956455945968628
236,4,-0.02871207892894745
237,1,0.008686095476150513
237,2,-0.004409119486808777
237,3,-0.005512416362762451
237,4,-0.006298750638961792
238,1,-0.00689108669757843
238,2,-0.003474205732345581
238,3,0.004457563161849976
238,4,-0.0042752474546432495
239,1,0.006378054618835449
239,2,-0.012737199664115906
239,3,-0.006563231348991394
239,4,-0.004352465271949768
240,1,-0.007437840104103088
240,2,-0.0037401169538497925
240,3,-0.0024430304765701294
240,4,-0.009190261363983154
241,1,0.0022568702697753906
241,2,0.005934789776802063
241,3,-0.0035267025232315063
241,4,-0.003949642181396484
242,1,0.014374032616615295
242,2,0.011401385068893433
242,3,0.017337247729301453
242,4,0.006874009966850281
243,1,-0.005039811134338379
243,2,-0.012128055095672607
243,3,-0.010806456208229065
243,4,-0.014707326889038086
244,1,-0.0240790992975235
244,2,-0.03126513957977295
244,3,-0.03202272951602936
244,4,-0.0299513041973114
245,1,-0.01866351068019867
245,2,-0.019842922687530518
245,3,-0.0144442617893219
245,4,-0.016833767294883728
246,1,0.002641528844833374
246,2,0.0014934390783309937
246,3,-0.001286342740058899
246,4,-0.011167660355567932
247,1,0.0072640180587768555
247,2,-0.00615239143371582
247,3,-0.001922518014907837
247,4,-0.007893875241279602
248,1,-0.005374446511268616
248,2,-0.022857561707496643
248,3,-0.02351108193397522
248,4,-0.022065356373786926
249,1,-0.000313490629196167
249,2,-0.003257066011428833
249,3,-0.012896239757537842
249,4,-0.024799898266792297
250,1,-0.014146029949188232
